GeneID	logFC	logCPM	PValue	FDR
ENSMUSG00000032968	-2.3093856194631885	8.090554347705206	6.092217034289993e-14	2.857431646306911e-13
ENSMUSG00000026241	-4.094036883461467	6.0841658976921975	6.200175126636865e-14	2.8972565554581927e-13
ENSMUSG00000026610	-2.629279327213466	10.190631123358646	7.654139543425136e-14	3.5634271874390356e-13
ENSMUSG00000026110	-2.1563984763194646	9.002246886406429	8.652292478603954e-14	4.0132589098174064e-13
ENSMUSG00000026211	1.825980635879568	10.235179419552058	1.8556866441530712e-13	8.575728351839744e-13
ENSMUSG00000026074	-1.945194949406371	10.671252994779495	2.0794509776925235e-13	9.574614941243597e-13
ENSMUSG00000026568	1.5694564251141323	10.634407502069092	2.237798693541601e-13	1.026610568533501e-12
ENSMUSG00000042046	-1.826950853381286	9.969566474768984	3.101673371207088e-13	1.4177467009481128e-12
ENSMUSG00000042793	-3.528366093690224	6.545204854290394	3.299383108986359e-13	1.5015691925319093e-12
ENSMUSG00000042708	-5.7638207874843275	5.471786657640705	3.3089472261840804e-13	1.5015691925319093e-12
ENSMUSG00000037624	-2.6924222204179316	7.414923589506137	3.841249117043078e-13	1.7368525683896218e-12
ENSMUSG00000026278	-2.7036554193449716	6.78349234806712	4.4065987053884985e-13	1.9853385565137433e-12
ENSMUSG00000073725	-1.3716440687003533	11.159570997566687	5.612879396652548e-13	2.5197819291400897e-12
ENSMUSG00000033488	-3.0378356444698498	7.027031801884985	6.158639705776267e-13	2.7549502171390633e-12
ENSMUSG00000026042	2.174807628370153	8.292325779800997	6.950399468514838e-13	3.09810359288055e-12
ENSMUSG00000004364	1.2835698011782086	12.18346631447992	7.124065180268545e-13	3.164293262048608e-12
ENSMUSG00000016494	2.029957069864828	8.944069956358735	7.507700685353988e-13	3.322950620242945e-12
ENSMUSG00000026305	1.6805009020439678	10.425812285383733	7.8770982825202e-13	3.4742149267115405e-12
ENSMUSG00000025968	1.2889981559262027	12.247070025219754	8.476609203812354e-13	3.725558660556688e-12
ENSMUSG00000043015	-2.452627388289931	7.0230623418656535	8.718223305786869e-13	3.818399545426514e-12
ENSMUSG00000026342	1.8323329437094829	8.831535058005933	1.0166885455021484e-12	4.437421880889585e-12
ENSMUSG00000041426	1.7420928270091427	9.049046875423159	1.0253599728375315e-12	4.459783688085734e-12
ENSMUSG00000043467	-1.8138386640269915	8.184974731343237	1.4270616116042518e-12	6.1855739509880835e-12
ENSMUSG00000041889	1.5657374115998919	10.995588365276657	2.663204235811559e-12	1.1503944070155084e-11
ENSMUSG00000026628	6.162125633535768	9.876669235048656	3.4923627610423824e-12	1.5033904077500943e-11
ENSMUSG00000026640	-1.7546051599139267	10.112784266255296	3.554505882061911e-12	1.524919417662738e-11
ENSMUSG00000038370	-2.8525340042508796	10.02818443762972	4.0228586143260526e-12	1.7199079780256224e-11
ENSMUSG00000051590	-4.733816370472283	5.677328046250629	4.03637910515162e-12	1.7199079780256224e-11
ENSMUSG00000056763	-2.203067888595842	8.75448355351719	4.6381599531993315e-12	1.969651034179581e-11
ENSMUSG00000002881	-1.6635717944348145	9.288645873376431	5.0363126298772446e-12	2.131530294867238e-11
ENSMUSG00000025903	1.4280274870127103	9.85021018210084	5.055867855892382e-12	2.132626139213666e-11
ENSMUSG00000050069	-2.6765240106983637	7.434963373260722	6.5814057963224935e-12	2.7668318013302255e-11
ENSMUSG00000040225	-1.4779752843265357	11.803922014974429	8.07302368188464e-12	3.382596922709664e-11
ENSMUSG00000036251	-6.767214038121343	4.898651910395291	8.893744638638835e-12	3.714098674674092e-11
ENSMUSG00000026399	2.5420211813134834	8.419782030101436	9.883647545057033e-12	4.113822835806851e-11
ENSMUSG00000079434	4.455988821357601	6.677374476825417	1.0213006465903449e-11	4.236880900211431e-11
ENSMUSG00000103839	-3.315181133981324	6.143128689040688	1.0617483753000156e-11	4.390189828131973e-11
ENSMUSG00000025917	1.4021295518113415	10.503986568312307	1.084642626981319e-11	4.470150105296781e-11
ENSMUSG00000070738	-1.3500328887717166	11.16020050400705	1.2046573104779502e-11	4.948543265590795e-11
ENSMUSG00000036907	-6.136085420431746	5.771899399196769	1.2466689659406931e-11	5.1044393817180815e-11
ENSMUSG00000026200	-2.330695129960572	6.718729902398174	1.8656989358431373e-11	7.614232345307869e-11
ENSMUSG00000038530	-2.4105028880823496	9.206242701225047	2.104245001159376e-11	8.55998694646387e-11
ENSMUSG00000026492	1.596605748176052	8.255291764466014	2.1272302909933237e-11	8.62557572831809e-11
ENSMUSG00000038079	-2.1620987891593266	7.2227099938398664	3.106053290165266e-11	1.2521539023912734e-10
ENSMUSG00000026674	1.8114348744299977	9.100655335739194	3.107971499968793e-11	1.2521539023912734e-10
ENSMUSG00000026563	-1.8503242959224406	7.606593714681555	3.1716801888206065e-11	1.2737386572995215e-10
ENSMUSG00000026274	-3.08529439671152	5.936451204040573	3.280813683971476e-11	1.3133703187108742e-10
ENSMUSG00000042699	-1.3581058057534865	10.958543034878259	3.813774937838137e-11	1.5218778085277901e-10
ENSMUSG00000073489	4.179110859209078	6.296507026889582	4.2953449774013396e-11	1.7086229862637607e-10
ENSMUSG00000054412	-5.182456889371256	4.9914161738875595	4.761535681015593e-11	1.8880915933869404e-10
ENSMUSG00000026134	-2.5678487375264254	6.415952625966078	4.858127831250602e-11	1.9203354351830208e-10
ENSMUSG00000026603	1.428040666233211	9.910688725979778	5.151682195184926e-11	2.0299888775383862e-10
ENSMUSG00000026260	1.1661107232198595	11.828573155741779	6.361409728144891e-11	2.498841258836915e-10
ENSMUSG00000026135	-1.527625087136083	9.45835938808985	7.091649514002595e-11	2.777010417165502e-10
ENSMUSG00000033793	-1.6725356523873318	10.16924748707255	7.546125628116872e-11	2.9458012156965555e-10
ENSMUSG00000019230	-7.214581491873477	6.793762594889697	7.911826472365486e-11	3.0736323095672995e-10
ENSMUSG00000045658	-2.3625683015908026	8.346002600453318	7.922489007953898e-11	3.0736323095672995e-10
ENSMUSG00000005886	-1.517600521712173	10.72842161638775	8.381307790258936e-11	3.24163196687861e-10
ENSMUSG00000026617	-1.5876603815041903	8.832751554640627	8.549754129679536e-11	3.2966383254623246e-10
ENSMUSG00000052534	-1.8129117865311197	10.216054815293786	8.891222816847792e-11	3.4178186791369037e-10
ENSMUSG00000086825	2.708609785200465	5.95335057398507	9.716012675185186e-11	3.7234841258255425e-10
ENSMUSG00000045968	3.3312070652852843	6.46008804014107	9.77377743444464e-11	3.734236545622162e-10
ENSMUSG00000033845	1.4267751603154457	9.586086632950696	1.2852587392630514e-10	4.895667379556533e-10
ENSMUSG00000102465	-6.677779646421309	4.8334684663980525	1.3258902720625877e-10	5.03517846520445e-10
ENSMUSG00000026341	-1.4200778889018233	10.216534625236315	1.6610361063129629e-10	6.28892284829938e-10
ENSMUSG00000097433	-6.694012710627621	4.841791766116297	1.9534768207718362e-10	7.373935026156751e-10
ENSMUSG00000026627	-2.2189547819293964	6.885057038974643	2.2375095717658414e-10	8.420806981166654e-10
ENSMUSG00000097131	-2.8631689676480816	6.697577989630134	2.602148269406424e-10	9.763881715354851e-10
ENSMUSG00000026158	-3.050875443169252	10.701570977875013	2.8030101840473824e-10	1.0486261313534404e-9
ENSMUSG00000118219	-5.645502625034361	5.3765083236346225	3.0338058139154164e-10	1.1316005661993112e-9
ENSMUSG00000064302	-1.1783738860146378	11.14635925993702	3.2542356060600734e-10	1.2094861362994124e-9
ENSMUSG00000036086	1.7547564525622872	7.636220004610446	3.261859985723952e-10	1.2094861362994124e-9
ENSMUSG00000038633	-1.5004338436070424	9.884810764911974	3.6731555707160336e-10	1.3579872212911925e-9
ENSMUSG00000048096	4.130049519828522	7.794662867504065	3.819618484508829e-10	1.4079942624714363e-9
ENSMUSG00000042581	-3.681369674558964	5.379568057349337	4.3213761760030977e-10	1.5882952787239455e-9
ENSMUSG00000054387	-1.3652038824347514	10.834965005368959	4.758974570606645e-10	1.744032371793747e-9
ENSMUSG00000026623	-1.8757797894650374	11.606943038746104	4.785354698106564e-10	1.7486019928837066e-9
ENSMUSG00000026547	1.688708272037537	8.408130450815264	4.986057469085883e-10	1.8166591996060738e-9
ENSMUSG00000026255	-2.4294780983555944	8.308563012946427	6.333758914738588e-10	2.301021663533643e-9
ENSMUSG00000103983	-2.150470778978948	7.0531924589130135	7.933515444349532e-10	2.873898822347943e-9
ENSMUSG00000055833	-2.974297502209558	5.754914650177301	8.15777248856138e-10	2.9461517792403106e-9
ENSMUSG00000104415	-5.129426150448528	4.961626476486607	8.179848615392747e-10	2.9461517792403106e-9
ENSMUSG00000034292	-1.6293269506583956	8.189142616009029	8.597378739654027e-10	3.087687164498604e-9
ENSMUSG00000026683	-5.271201180432668	5.066317966395377	8.743682801529205e-10	3.1312846955903736e-9
ENSMUSG00000026238	-2.022187076833614	9.603959390825084	9.331769381265886e-10	3.3323960546168236e-9
ENSMUSG00000026678	1.3246840283333834	11.588780386671582	1.1016622614147202e-9	3.9229163246410855e-9
ENSMUSG00000057329	-1.7529952375612619	7.937468209694986	1.1468240339772072e-9	4.072197205393642e-9
ENSMUSG00000025993	2.437662540508699	8.40012951701692	1.1910623382392562e-9	4.2109663170536945e-9
ENSMUSG00000025777	-2.786545299822052	10.633934524785436	1.192604621218071e-9	4.2109663170536945e-9
ENSMUSG00000026269	1.2694304640380214	10.596982291352711	1.238451489476975e-9	4.3605981016038025e-9
ENSMUSG00000033364	-1.425510796023611	8.776120818148023	1.7874290294593117e-9	6.275972877179762e-9
ENSMUSG00000009418	-1.822982121763354	9.895119938859574	1.96549104367444e-9	6.881956105567608e-9
ENSMUSG00000038323	-2.0789277717907595	7.477814439322803	2.1124681703532584e-9	7.376034694816794e-9
ENSMUSG00000026580	4.72443637612618	5.281417108655365	2.6290937751854825e-9	9.154489959579367e-9
ENSMUSG00000079429	-3.0275750874546974	6.092557253401938	3.324346641911854e-9	1.154338046652818e-8
ENSMUSG00000060985	-5.069375717242477	4.9191281382963075	3.985945709731744e-9	1.3802572333699178e-8
ENSMUSG00000041559	2.075340821106246	10.445739563473161	4.1957194612737495e-9	1.448906418357446e-8
ENSMUSG00000026516	-1.5270345016997526	9.733953568891442	4.9540281850847994e-9	1.70608587086345e-8
ENSMUSG00000026112	1.1083587582907148	11.267141110149195	5.2118807094423285e-9	1.7899819813576522e-8
ENSMUSG00000026471	1.7912789781077263	8.074724093472119	5.624926717453806e-9	1.926575717667421e-8
ENSMUSG00000025939	-1.5851972819302147	8.668272158576599	5.763768486344291e-9	1.9687654856887973e-8
ENSMUSG00000026470	-1.6127902627132855	9.011959466028909	5.785065350681426e-9	1.9706848633622093e-8
ENSMUSG00000104002	-3.5846466488109585	5.319076102859136	5.9565924937107315e-9	2.0236315579984838e-8
ENSMUSG00000102413	-6.33790607510803	4.578880785597933	7.063326387087843e-9	2.393153980746474e-8
ENSMUSG00000026229	1.0893948852875692	11.652384880334994	7.086535361183658e-9	2.3945631583354456e-8
ENSMUSG00000036707	1.049884819405616	12.354604353405538	7.23129937936789e-9	2.436928503985372e-8
ENSMUSG00000045210	-1.1985583538181075	10.095554558922545	7.763028954770693e-9	2.6091249722317542e-8
ENSMUSG00000102331	-4.986018734509142	4.857830129874685	8.887621489932276e-9	2.9791307234252987e-8
ENSMUSG00000015961	-1.5236552023244692	9.389927698824739	9.325633191558194e-9	3.1176385430288966e-8
ENSMUSG00000042207	-1.496173462792099	9.677667725554423	9.412522996160295e-9	3.138339895536735e-8
ENSMUSG00000047216	-2.655296767488894	7.4942906767166555	9.915455081604877e-9	3.2972822850733684e-8
ENSMUSG00000026155	-1.3851930499409735	8.587812145481498	9.952029360792125e-9	3.30071264024161e-8
ENSMUSG00000026626	1.2012073507682408	10.45042754167234	1.0906294221001576e-8	3.6076873252102583e-8
ENSMUSG00000025958	-1.4606009896885987	9.73018826348395	1.1210789524490369e-8	3.6902807995242105e-8
ENSMUSG00000016493	-1.7087279205660153	7.219369386572062	1.1214695826716376e-8	3.6902807995242105e-8
ENSMUSG00000026687	-1.4012088515393426	9.092218284539095	1.4447172514859526e-8	4.741539386730659e-8
ENSMUSG00000040124	-1.782657876751372	7.170641021885774	1.4950930334556673e-8	4.8940936017025356e-8
ENSMUSG00000037408	-1.541553753726533	8.234248070100548	1.8144959900351155e-8	5.9242115830497146e-8
ENSMUSG00000040170	2.660334275187822	9.690392317402868	1.8960134661189355e-8	6.174323644848451e-8
ENSMUSG00000026439	-1.2908319032380893	9.531796864907477	2.042270171361298e-8	6.633420168995224e-8
ENSMUSG00000026688	1.3039071889358533	10.593605503978662	2.497602418013247e-8	8.091459380006834e-8
ENSMUSG00000042229	-1.4268185005580636	8.345523762042792	3.1353852349566504e-8	1.0131566170541155e-7
ENSMUSG00000084989	-6.16810988790641	4.456833726728283	3.7752336245622694e-8	1.21678683745507e-7
ENSMUSG00000079164	2.85806235970735	5.634191675032337	4.729877370310492e-8	1.5205769448798693e-7
ENSMUSG00000040612	-2.3378777397350063	8.256462975236104	4.750971962644724e-8	1.5234621829194944e-7
ENSMUSG00000016262	-1.6132644254637063	7.227681625617485	4.9953476895534825e-8	1.5977486121548924e-7
ENSMUSG00000103685	-6.168442541896797	4.457126635361769	5.008388601081897e-8	1.597853926791864e-7
ENSMUSG00000026579	-5.127256384001176	6.857726414286774	5.878344584420148e-8	1.8706529474977535e-7
ENSMUSG00000063558	1.4637368322449928	9.150399557315863	5.9262998450758025e-8	1.8811512387020918e-7
ENSMUSG00000026349	-1.1575515867517645	10.828805590664796	6.422027977167318e-8	2.0333725862214906e-7
ENSMUSG00000041684	-1.3695904797473184	8.201900605640425	6.539938126516048e-8	2.0655030716157467e-7
ENSMUSG00000015829	-4.4246064932935125	10.730546375777381	7.469631225006757e-8	2.353214649081076e-7
ENSMUSG00000097615	-5.981148367376799	4.325696420859386	7.888055813477472e-8	2.4788215393852955e-7
ENSMUSG00000026277	-1.0159735894914648	10.886260259983317	7.966084373700706e-8	2.4970992662697726e-7
ENSMUSG00000042305	-1.3383682510195591	9.579942428062354	8.501983983806013e-8	2.658456185981134e-7
ENSMUSG00000104018	-6.1211215047283885	4.4268262304399695	9.162295980417942e-8	2.8578178777631145e-7
ENSMUSG00000025961	-4.125978171933742	4.783893922337231	1.0028112164038261e-7	3.1201329183653696e-7
ENSMUSG00000026280	-1.2244685016078747	9.639597219996897	1.0395901875592256e-7	3.2265799154615967e-7
ENSMUSG00000039630	-1.1306988723999976	12.776945355901685	1.085538908511379e-7	3.3608926305389243e-7
ENSMUSG00000026437	-1.5779074301232026	9.01972276155969	1.1576358207852775e-7	3.5753027683712377e-7
ENSMUSG00000026281	-1.57436549589153	8.387070147887476	1.2634128017834955e-7	3.89242620549474e-7
ENSMUSG00000025949	-1.9744558250589659	9.907290112732097	1.3155821999935241e-7	4.043244071862738e-7
ENSMUSG00000103509	-4.827066090091759	4.721212655406154	1.537137210725125e-7	4.7126377411743464e-7
ENSMUSG00000040836	-2.1138276450967797	7.027522267211249	1.6152734728756904e-7	4.940142957189155e-7
ENSMUSG00000102234	-6.158904434050853	4.442390113154253	1.673948003479816e-7	5.107166602849827e-7
ENSMUSG00000026554	0.959848544689481	12.204742848237302	1.862499890783413e-7	5.668674001730631e-7
ENSMUSG00000041075	1.2442328689961972	10.192404615224671	1.923412598421825e-7	5.839926657527135e-7
ENSMUSG00000025940	1.183228549609835	9.570582989578423	1.957713307094576e-7	5.92974849883827e-7
ENSMUSG00000026098	-1.6623102770521037	6.9026714891356455	2.3146663665048532e-7	6.994076016097597e-7
ENSMUSG00000026356	1.1539695809808994	10.057361523255004	2.343067634357427e-7	7.06291610644433e-7
ENSMUSG00000104391	-4.520631171962506	4.506677793787447	2.394383331649583e-7	7.200334564314656e-7
ENSMUSG00000033544	2.8905296799009115	6.038701722566842	2.6943299927383e-7	8.0829899782149005e-07
ENSMUSG00000089703	5.481684403902127	4.984370746274703	2.9226262904316856e-7	8.747002969220545e-7
ENSMUSG00000009633	2.183924443728717	6.9162624488627475	2.9689483429249267e-7	8.864532225787727e-7
ENSMUSG00000037995	-3.734946069900764	4.906173266647513	3.0990222717771595e-7	9.23097392327936e-7
ENSMUSG00000062729	-1.2069691175412005	8.67499053068972	3.2852163259957065e-7	9.762451351717738e-7
ENSMUSG00000070942	2.380304043000426	5.7864875115067935	3.6281632378718215e-7	1.075613488208698e-6
ENSMUSG00000026409	-1.4532584282988967	8.981993792727398	4.316762864783966e-7	1.276746099066693e-6
ENSMUSG00000026575	-2.069577459731216	6.3501227316880025	4.4560386678275295e-7	1.314845212549109e-6
ENSMUSG00000079330	-5.959332783254473	4.317266677633249	5.262884224457546e-7	1.5492846534293056e-6
ENSMUSG00000026017	-1.410377184231026	7.892312717902548	5.448913896796734e-7	1.6003001795031529e-6
ENSMUSG00000097482	-5.842625354924036	4.2349596662114	5.591542090867515e-7	1.6383609343171251e-6
ENSMUSG00000026482	-1.5613388782232795	8.940849293252837	5.792141646915134e-7	1.689560873651818e-6
ENSMUSG00000043629	-2.2706530602554373	7.034728884597548	5.793164172982765e-7	1.689560873651818e-6
ENSMUSG00000041779	1.9082994137120408	6.886893409883138	5.967491730078844e-7	1.7363743297937749e-6
ENSMUSG00000026088	-1.971426035947308	6.4618191186641525	6.817992872650762e-7	1.979264905524713e-6
ENSMUSG00000026483	2.0183383910946433	7.892710968340757	7.794965204235732e-7	2.2576661893373995e-6
ENSMUSG00000026020	-1.1391521316179698	9.220230541773397	7.919920820825232e-7	2.2885840165005326e-6
ENSMUSG00000026107	1.721133317068767	8.434559130492936	8.449082002047665e-7	2.4358935955444757e-6
ENSMUSG00000038733	0.8776925652679906	11.807345884024938	8.724677219996982e-7	2.50959250927602e-6
ENSMUSG00000055676	-2.282304506959034	6.203753077446787	8.773737796595128e-7	2.5179425594338075e-6
ENSMUSG00000039318	-0.9944847007047615	10.137586171613277	8.993280563470798e-7	2.5750691727295657e-6
ENSMUSG00000103367	6.2019406402938815	5.59610909768523	9.312785774440317e-7	2.6604935723798817e-6
ENSMUSG00000097892	-6.039086112715256	4.372960563040979	9.785006373855469e-7	2.783088842478845e-6
ENSMUSG00000004451	-1.238702088506382	7.983404357668305	9.786199430196097e-7	2.783088842478845e-6
ENSMUSG00000050625	-5.710674838523193	4.146922981700628	1.038031285292739e-6	2.9453844821963274e-6
ENSMUSG00000042510	-2.520013758527347	6.11625498123139	1.068266492760472e-6	3.024349057207012e-6
ENSMUSG00000026510	-1.25108893882318	9.285675149224748	1.1108072592558683e-6	3.137718482886801e-6
ENSMUSG00000045259	-4.515707524194683	4.4947931599160444	1.113825315439516e-6	3.1391892858911917e-6
ENSMUSG00000010175	-3.180716911547118	9.088853776579995	1.1286007734568475e-6	3.1737162689826784e-6
ENSMUSG00000109887	-4.480080932924051	4.462696239721381	1.1324208241905e-6	3.1773503928737915e-6
ENSMUSG00000104117	-2.4407366875077874	5.794316391505471	1.368346982412931e-6	3.830762042078072e-6
ENSMUSG00000101599	-1.5847743098034373	6.912570113891691	1.405693099879452e-6	3.926569392329936e-6
ENSMUSG00000041577	1.144785914378685	9.860901583009504	1.523187634470195e-6	4.2453367107073955e-6
ENSMUSG00000016526	-3.553100809076931	5.782919827173579	1.580902352223993e-6	4.396447470676016e-6
ENSMUSG00000061024	1.2425916724719073	8.597073287717532	1.7497145935263285e-6	4.855168309188952e-6
ENSMUSG00000040782	1.0902931414663317	9.327642824820353	1.9235075645895275e-6	5.325658609447216e-6
ENSMUSG00000026656	2.076478462392924	6.4890416352585305	2.0425060068939847e-6	5.642703408056569e-6
ENSMUSG00000053153	-5.647952495607273	4.109561143068482	2.2471605191826016e-6	6.194475378536251e-6
ENSMUSG00000103540	-3.736096481188611	4.8902645073466156	2.302077006377563e-6	6.331971109445508e-6
ENSMUSG00000026069	6.215186698721511	4.294825558272854	2.3636037255794527e-6	6.487008478282472e-6
ENSMUSG00000026604	1.4941566342803596	8.761818980397225	2.3851774045917565e-6	6.531956421725137e-6
ENSMUSG00000044768	-1.1698534978647155	8.531585765537065	2.5575264309783324e-6	6.988718964651661e-6
ENSMUSG00000041483	-1.0447749623397102	9.23500827088303	2.957348533648667e-6	8.050798041457747e-6
ENSMUSG00000026083	0.8988942403035695	11.250166017243135	2.9590045307505797e-6	8.050798041457747e-6
ENSMUSG00000044337	1.5571236452994233	7.962705644868189	3.037001590966027e-6	8.245164146531957e-6
ENSMUSG00000026078	1.047226690407007	9.125313451241533	3.25535491568695e-6	8.81892484702262e-6
ENSMUSG00000025937	1.1625793747777307	8.77683031425322	3.358836675186985e-6	9.079693980021592e-6
ENSMUSG00000101942	-4.221542193950572	4.294834412326793	3.4695310785860166e-6	9.358799497387603e-6
ENSMUSG00000104516	-5.600171114475206	4.078598103206517	4.348384233596266e-6	1.1704323301135987e-5
ENSMUSG00000026127	-1.108812170910109	8.671493213190407	4.473916593524077e-6	1.2016481106965308e-5
ENSMUSG00000052759	-5.5528768537039435	4.047708753922364	5.1213199881336945e-6	1.3726011140904167e-5
ENSMUSG00000026189	1.7029630874318473	7.0645061893156225	5.239459418641848e-6	1.4012766998367666e-5
ENSMUSG00000084799	-1.8850950573216723	5.9926789237256894	6.798657335996762e-6	1.81441874126283e-5
ENSMUSG00000026187	1.2441482074298524	8.731230076083412	6.882459483448466e-6	1.8328922819268478e-5
ENSMUSG00000041303	-1.0275736637137143	9.15958164224242	6.937353159997946e-6	1.8436052689466e-5
ENSMUSG00000102752	-2.480626597918442	6.507785081368467	6.960638170065301e-6	1.8458907552261778e-5
ENSMUSG00000026159	-0.9343352701893827	10.375739535658495	7.006965751622195e-6	1.8542644104819156e-5
ENSMUSG00000040297	-1.1058126553799845	9.199239676167466	7.119674492790351e-6	1.8801325288734183e-5
ENSMUSG00000073643	-0.9547658159522251	9.60236611547857	7.142671858663748e-6	1.8822512633837175e-5
ENSMUSG00000026641	-1.1212110372956172	8.793921470892027	7.986814718275785e-6	2.1002983474629e-5
ENSMUSG00000073730	4.446644402319084	4.214221466505923	8.667082501788137e-6	2.2744306272959682e-5
ENSMUSG00000096141	-5.93977693922157	4.312838347201063	9.077388568795464e-6	2.3771411314533123e-5
ENSMUSG00000100213	-1.9939874281772603	5.895987836817142	9.714858911884606e-6	2.5387895326900105e-5
ENSMUSG00000026468	-6.201303141134287	4.454038207228627	9.963355706041168e-6	2.5983274113057568e-5
ENSMUSG00000026171	-1.039425008981537	8.857766371918649	1.003966021202508e-5	2.6128059806450365e-5
ENSMUSG00000046994	-1.106440711666127	8.58762882819411	1.0120617596797003e-5	2.6284331237962465e-5
ENSMUSG00000103845	-5.364133097457091	3.9362553192794563	1.0228246634595792e-5	2.6509084576674043e-5
ENSMUSG00000047369	-2.873204561580447	5.145900339016268	1.0827099769945213e-5	2.800342471362373e-5
ENSMUSG00000079045	-4.311585703486422	4.379647027851202	1.1306676163561744e-5	2.918376167884417e-5
ENSMUSG00000040710	-1.3039540833025351	7.377933644668412	1.1511935463329084e-5	2.965266983074725e-5
ENSMUSG00000026577	0.9923097211192067	8.941682123645966	1.153921547312775e-5	2.9662155111905072e-5
ENSMUSG00000052688	2.5578662541336845	5.672473403624444	1.2118670274534638e-5	3.108809905120416e-5
ENSMUSG00000101257	5.542917609557009	3.9089672563371383	1.2540135467482386e-5	3.2103768396385664e-5
ENSMUSG00000102483	-4.319411311087052	4.383311508413549	1.2834262476968032e-5	3.2789975474692715e-5
ENSMUSG00000042251	-2.34599604719809	6.283793399054613	1.4145653990315342e-5	3.606711372378577e-5
ENSMUSG00000026153	-0.9162507865173012	9.755630724709132	1.4278596475247423e-5	3.6332380099971684e-5
ENSMUSG00000051223	-0.79829011777169	10.850884324326268	1.4330852188589787e-5	3.639167919405528e-5
ENSMUSG00000057363	-1.0029320676162718	8.25374943865872	1.677731148427634e-5	4.251830753172451e-5
ENSMUSG00000073650	-3.261436087907867	4.568532138624142	1.7231162874307592e-5	4.35806272293856e-5
ENSMUSG00000026463	-1.1406827636347208	9.89047000407382	1.8754333853553672e-5	4.7337746293005954e-5
ENSMUSG00000053483	-0.979593187014426	9.027703977588372	1.8872673690515122e-5	4.7540983625205425e-5
ENSMUSG00000026237	-5.618876555796596	4.084693615673449	1.901607975588772e-5	4.780642450630173e-5
ENSMUSG00000097680	-2.3507964320358115	5.153193700724587	2.037130859908714e-5	5.110006751891415e-5
ENSMUSG00000026536	3.867105733829915	4.309119870348166	2.0407505087108117e-5	5.110006751891415e-5
ENSMUSG00000026196	-4.088006090475566	4.21349991327796	2.0645485100145413e-5	5.159319039936935e-5
ENSMUSG00000097063	-5.542563526212097	4.044036153814361	2.0927995330261622e-5	5.219541692487869e-5
ENSMUSG00000099552	5.6867216602090345	4.0099054679785775	2.1525752485268393e-5	5.357994232471756e-5
ENSMUSG00000026036	-1.0780395641791343	8.263647985122912	2.2020789918272857e-5	5.470382001436558e-5
ENSMUSG00000047443	4.301792937265747	4.117331091377474	2.2167683394871816e-5	5.49601144523745e-5
ENSMUSG00000026111	-1.0193611460017638	8.469814820804741	2.2886565637213033e-5	5.6630734263733825e-5
ENSMUSG00000009905	-1.1840826351463651	8.946997307986479	2.3161316007337506e-5	5.719798471753093e-5
ENSMUSG00000073481	0.9647260882430911	9.391451562889488	2.3516879827343664e-5	5.796219204504115e-5
ENSMUSG00000032649	-1.518590171954713	6.526101482042179	2.4518680788269347e-5	6.031307583337489e-5
ENSMUSG00000103543	-5.355903435481413	3.933544471264215	2.483908842144267e-5	6.098190262842468e-5
ENSMUSG00000041926	-1.0273533529138041	8.848561948917725	2.643504401452515e-5	6.477358738062009e-5
ENSMUSG00000102776	-2.6613188715180445	4.825836432903609	2.7259244140177978e-5	6.66631709809411e-5
ENSMUSG00000026201	-1.0179066499006477	8.94228544510917	2.8124035247102512e-5	6.864448991380167e-5
ENSMUSG00000026121	-1.1652970553814401	8.248999552367216	2.8449156614895404e-5	6.930346873047194e-5
ENSMUSG00000054770	-1.229087435613695	7.734524250953099	2.8545378217942563e-5	6.940336638288936e-5
ENSMUSG00000055866	-1.2499720393037856	9.636429140239981	2.8861104762655047e-5	7.00355380051301e-5
ENSMUSG00000043716	0.849847831458913	11.695862650492266	2.9722495571810935e-5	7.198685343692937e-5
ENSMUSG00000026429	2.1951582281317754	5.371492883214727	3.0003234748678193e-5	7.252705015209324e-5
ENSMUSG00000026289	-0.8997711728877237	9.54127856694198	3.131369449761153e-5	7.550509686682408e-5
ENSMUSG00000073478	-2.4362064220858133	5.27583725123835	3.135533855567396e-5	7.550509686682408e-5
ENSMUSG00000102386	-3.5300751781535342	4.377229411551924	3.215689990305039e-5	7.72872336101995e-5
ENSMUSG00000026659	-1.2567610615657172	6.880411719367013	3.8644171485839354e-5	9.27017625146948e-5
ENSMUSG00000026589	3.2715824425178246	6.281764936708242	3.9892435500510725e-5	9.55138884269371e-5
ENSMUSG00000026618	0.9987585805085197	10.377215256988233	4.22384964491074e-5	1.00938764328e-4
ENSMUSG00000038242	-5.4457818114814796	3.979232773069784	4.352479659894395e-5	1.0381531181190237e-4
ENSMUSG00000067071	-1.2785209324520812	7.2409349899264805	4.72484897954491e-5	1.1248362059257485e-4
ENSMUSG00000079436	-3.261425444712028	5.459203211559474	4.821528072046929e-5	1.1456825683483911e-4
ENSMUSG00000026335	-1.3084174650713087	10.213740861926356	5.132344630616974e-5	1.2172372076765163e-4
ENSMUSG00000070939	-0.9177519416536317	9.85817484259686	5.452016267225298e-5	1.290618540094576e-4
ENSMUSG00000051185	0.8572249356207635	9.727678837650744	5.689006669448379e-5	1.3441882299805664e-4
ENSMUSG00000104157	-5.161119870119982	3.821103032119192	5.8281753492410494e-5	1.374487132081801e-4
ENSMUSG00000097881	-3.852436806883274	4.079330990106206	6.044276346950299e-5	1.4227819041416715e-4
